,seq_id,hubway_id,status,duration,start_date,strt_statn,end_date,end_statn,bike_nr,subsc_type,zip_code,birth_date,gender,age,check_out_hour,g1,g2,g3
164,268,312,Closed,463.0,7/28/2011 18:35:00,48.0,7/28/2011 18:42:00,6.0,B00457,1,'02118,1982.0,1,29.0,18,0.0,1.0,0.0
165,269,313,Closed,2278.0,7/28/2011 18:35:00,38.0,7/28/2011 19:13:00,9.0,B00364,1,'02143,1972.0,1,39.0,18,0.0,1.0,0.0
166,271,315,Closed,222.0,7/28/2011 18:39:00,9.0,7/28/2011 18:43:00,41.0,B00390,1,'02116,1983.0,1,28.0,18,0.0,1.0,0.0
167,272,316,Closed,198.0,7/28/2011 18:40:00,9.0,7/28/2011 18:43:00,41.0,B00198,1,'02116,1981.0,0,30.0,18,1.0,0.0,0.0
168,274,318,Closed,787.0,7/28/2011 18:42:00,36.0,7/28/2011 18:55:00,22.0,B00528,1,'02359,1980.0,1,31.0,18,0.0,1.0,0.0
169,279,324,Closed,731.0,7/28/2011 18:48:00,23.0,7/28/2011 19:01:00,49.0,B00232,1,'02155,1971.0,1,40.0,18,0.0,1.0,0.0
170,281,326,Closed,431.0,7/28/2011 18:49:00,32.0,7/28/2011 18:56:00,30.0,B00187,1,'02130,1975.0,1,36.0,18,0.0,1.0,0.0
171,285,330,Closed,705.0,7/28/2011 18:55:00,45.0,7/28/2011 19:07:00,33.0,B00132,1,'02215,1977.0,1,34.0,18,0.0,1.0,0.0
172,289,334,Closed,1689.0,7/28/2011 19:00:00,48.0,7/28/2011 19:28:00,8.0,B00196,1,'02135,1980.0,1,31.0,19,0.0,1.0,0.0
173,292,337,Closed,582.0,7/28/2011 19:03:00,24.0,7/28/2011 19:13:00,22.0,B00426,1,'02420,1958.0,1,53.0,19,0.0,1.0,0.0
174,293,338,Closed,307.0,7/28/2011 19:04:00,20.0,7/28/2011 19:09:00,6.0,B00359,1,'02114,1970.0,1,41.0,19,0.0,1.0,0.0
175,295,340,Closed,235.0,7/28/2011 19:05:00,36.0,7/28/2011 19:09:00,42.0,B00556,1,'02144,1986.0,1,25.0,19,0.0,1.0,0.0
176,296,341,Closed,411.0,7/28/2011 19:09:00,33.0,7/28/2011 19:16:00,45.0,B00473,1,'02215,1977.0,1,34.0,19,0.0,1.0,0.0
177,298,343,Closed,709.0,7/28/2011 19:12:00,39.0,7/28/2011 19:24:00,25.0,B00389,1,'02118,1956.0,1,55.0,19,0.0,1.0,0.0
178,299,344,Closed,865.0,7/28/2011 19:12:00,6.0,7/28/2011 19:27:00,42.0,B00457,1,'02114,1970.0,1,41.0,19,0.0,1.0,0.0
179,301,346,Closed,426.0,7/28/2011 19:14:00,47.0,7/28/2011 19:21:00,47.0,B00580,1,'02135,1951.0,0,60.0,19,1.0,0.0,0.0
180,302,347,Closed,1033.0,7/28/2011 19:15:00,41.0,7/28/2011 19:32:00,36.0,B00390,1,'02116,1983.0,1,28.0,19,0.0,1.0,0.0
181,303,348,Closed,1026.0,7/28/2011 19:15:00,41.0,7/28/2011 19:32:00,36.0,B00198,1,'02116,1981.0,0,30.0,19,1.0,0.0,0.0
182,305,350,Closed,1615.0,7/28/2011 19:17:00,23.0,7/28/2011 19:44:00,23.0,B00340,1,'02114,1986.0,1,25.0,19,0.0,1.0,0.0
183,307,352,Closed,1603.0,7/28/2011 19:18:00,23.0,7/28/2011 19:44:00,23.0,B00557,1,'02114,1986.0,0,25.0,19,1.0,0.0,0.0
184,312,357,Closed,1780.0,7/28/2011 19:26:00,8.0,7/28/2011 19:55:00,23.0,B00036,1,'02143,1979.0,1,32.0,19,0.0,1.0,0.0
185,313,358,Closed,603.0,7/28/2011 19:26:00,25.0,7/28/2011 19:36:00,25.0,B00407,1,'02118,1956.0,1,55.0,19,0.0,1.0,0.0
186,314,359,Closed,632.0,7/28/2011 19:26:00,49.0,7/28/2011 19:37:00,23.0,B00232,1,'02111,1980.0,1,31.0,19,0.0,1.0,0.0
187,318,364,Closed,1386.0,7/28/2011 19:39:00,23.0,7/28/2011 20:02:00,33.0,B00358,1,'02215,1983.0,1,28.0,19,0.0,1.0,0.0
188,319,365,Closed,456.0,7/28/2011 19:39:00,25.0,7/28/2011 19:46:00,49.0,B00366,1,'02118,1989.0,1,22.0,19,0.0,1.0,0.0
189,320,366,Closed,873.0,7/28/2011 19:39:00,42.0,7/28/2011 19:54:00,33.0,B00556,1,'02114,1986.0,1,25.0,19,0.0,1.0,0.0
190,322,368,Closed,871.0,7/28/2011 19:43:00,38.0,7/28/2011 19:58:00,42.0,B00040,1,'02118,1982.0,1,29.0,19,0.0,1.0,0.0
191,325,371,Closed,3715.0,7/28/2011 19:49:00,47.0,7/28/2011 20:51:00,47.0,B00025,1,'02113,1973.0,0,38.0,19,1.0,0.0,0.0
192,326,372,Closed,730.0,7/28/2011 19:50:00,36.0,7/28/2011 20:02:00,41.0,B00198,1,'02134,1980.0,1,31.0,19,0.0,1.0,0.0
193,327,373,Closed,3645.0,7/28/2011 19:50:00,47.0,7/28/2011 20:51:00,47.0,B00368,1,'02113,1974.0,1,37.0,19,0.0,1.0,0.0
194,331,377,Closed,1150.0,7/28/2011 19:56:00,23.0,7/28/2011 20:15:00,23.0,B00232,1,'02115,1959.0,1,52.0,19,0.0,1.0,0.0
195,332,378,Closed,782.0,7/28/2011 20:00:00,22.0,7/28/2011 20:13:00,49.0,B00071,1,'02116,1976.0,1,35.0,20,0.0,1.0,0.0
196,336,382,Closed,7.0,7/28/2011 20:04:00,3.0,7/28/2011 20:04:00,3.0,B00214,1,'02113,1986.0,1,25.0,20,0.0,1.0,0.0
197,337,383,Closed,862.0,7/28/2011 20:04:00,3.0,7/28/2011 20:18:00,42.0,B00330,1,'02113,1986.0,1,25.0,20,0.0,1.0,0.0
198,338,384,Closed,782.0,7/28/2011 20:05:00,36.0,7/28/2011 20:18:00,22.0,B00360,1,'02115,1988.0,1,23.0,20,0.0,1.0,0.0
199,339,385,Closed,236.0,7/28/2011 20:05:00,33.0,7/28/2011 20:09:00,10.0,B00083,1,'02215,1983.0,1,28.0,20,0.0,1.0,0.0
200,340,386,Closed,974.0,7/28/2011 20:06:00,21.0,7/28/2011 20:22:00,38.0,B00218,1,'01886,1968.0,1,43.0,20,0.0,1.0,0.0
201,341,387,Closed,652.0,7/28/2011 20:07:00,45.0,7/28/2011 20:18:00,46.0,B00415,1,'02215,1984.0,1,27.0,20,0.0,1.0,0.0
202,347,394,Closed,300.0,7/28/2011 20:33:00,49.0,7/28/2011 20:38:00,36.0,B00366,1,'02118,1989.0,1,22.0,20,0.0,1.0,0.0
203,354,401,Closed,1190.0,7/28/2011 20:42:00,25.0,7/28/2011 21:02:00,25.0,B00298,1,'02116,1973.0,0,38.0,20,1.0,0.0,0.0
204,355,402,Closed,534.0,7/28/2011 20:43:00,46.0,7/28/2011 20:51:00,45.0,B00431,1,'02215,1984.0,1,27.0,20,0.0,1.0,0.0
205,359,407,Closed,447.0,7/28/2011 21:01:00,21.0,7/28/2011 21:09:00,25.0,B00278,1,'02118,1989.0,1,22.0,21,0.0,1.0,0.0
206,361,409,Closed,2575.0,7/28/2011 21:05:00,25.0,7/28/2011 21:47:00,43.0,B00389,1,'02116,1973.0,0,38.0,21,1.0,0.0,0.0
207,362,410,Closed,1751.0,7/28/2011 21:06:00,16.0,7/28/2011 21:36:00,6.0,B00274,1,'02114,1970.0,1,41.0,21,0.0,1.0,0.0
208,363,411,Closed,593.0,7/28/2011 21:07:00,9.0,7/28/2011 21:16:00,8.0,B00053,1,'02135,1961.0,1,50.0,21,0.0,1.0,0.0
209,371,419,Closed,386.0,7/28/2011 21:42:00,25.0,7/28/2011 21:48:00,25.0,B00414,1,'02118,1982.0,1,29.0,21,0.0,1.0,0.0
210,379,427,Closed,3486.0,7/28/2011 21:55:00,43.0,7/28/2011 22:53:00,25.0,B00389,1,'02116,1973.0,0,38.0,21,1.0,0.0,0.0
211,380,428,Closed,1260.0,7/28/2011 21:57:00,46.0,7/28/2011 22:18:00,22.0,B00190,1,'02140,1972.0,1,39.0,21,0.0,1.0,0.0
212,383,431,Closed,803.0,7/28/2011 22:02:00,42.0,7/28/2011 22:16:00,3.0,B00457,1,'02113,1986.0,1,25.0,22,0.0,1.0,0.0
213,388,436,Closed,1599.0,7/28/2011 22:14:00,33.0,7/28/2011 22:40:00,36.0,B00223,1,'02129,1980.0,1,31.0,22,0.0,1.0,0.0
214,389,437,Closed,1593.0,7/28/2011 22:14:00,33.0,7/28/2011 22:40:00,36.0,B00124,1,'02129,1981.0,0,30.0,22,1.0,0.0,0.0
215,396,444,Closed,36.0,7/28/2011 22:36:00,43.0,7/28/2011 22:37:00,43.0,B00170,1,'02446,1983.0,0,28.0,22,1.0,0.0,0.0
216,398,446,Closed,793.0,7/28/2011 22:42:00,36.0,7/28/2011 22:55:00,33.0,B00231,1,'02129,1981.0,0,30.0,22,1.0,0.0,0.0
217,399,447,Closed,789.0,7/28/2011 22:42:00,36.0,7/28/2011 22:55:00,33.0,B00557,1,'02129,1980.0,1,31.0,22,0.0,1.0,0.0
218,400,448,Closed,723.0,7/28/2011 22:52:00,31.0,7/28/2011 23:04:00,35.0,B00454,1,'02144,1978.0,1,33.0,22,0.0,1.0,0.0
219,403,451,Closed,851.0,7/28/2011 22:54:00,43.0,7/28/2011 23:08:00,25.0,B00170,1,'02118,1980.0,1,31.0,22,0.0,1.0,0.0
220,404,452,Closed,230.0,7/28/2011 22:58:00,23.0,7/28/2011 23:01:00,23.0,B00375,1,'02116,1976.0,1,35.0,22,0.0,1.0,0.0
221,410,459,Closed,210.0,7/28/2011 23:32:00,17.0,7/28/2011 23:36:00,17.0,B00050,1,'02163,1986.0,1,25.0,23,0.0,1.0,0.0
222,415,464,Closed,592.0,7/28/2011 23:39:00,33.0,7/28/2011 23:49:00,42.0,B00585,1,'02113,1986.0,1,25.0,23,0.0,1.0,0.0
223,416,465,Closed,590.0,7/28/2011 23:39:00,33.0,7/28/2011 23:49:00,42.0,B00557,1,'02114,1986.0,1,25.0,23,0.0,1.0,0.0
224,419,469,Closed,696.0,7/28/2011 23:51:00,49.0,7/29/2011 00:03:00,25.0,B00280,1,'02118,1959.0,0,52.0,23,1.0,0.0,0.0
225,420,470,Closed,743.0,7/28/2011 23:51:00,42.0,7/29/2011 00:04:00,47.0,B00557,1,'02113,1986.0,1,25.0,23,0.0,1.0,0.0
226,427,478,Closed,226.0,7/29/2011 00:09:00,30.0,7/29/2011 00:12:00,11.0,B00187,1,'02446,1983.0,1,28.0,0,0.0,1.0,0.0
227,429,480,Closed,1540.0,7/29/2011 00:15:00,11.0,7/29/2011 00:40:00,11.0,B00187,1,'02446,1983.0,1,28.0,0,0.0,1.0,0.0
228,434,485,Closed,869.0,7/29/2011 01:12:00,36.0,7/29/2011 01:26:00,47.0,B00124,1,'02113,1970.0,1,41.0,1,0.0,1.0,0.0
229,441,494,Closed,274.0,7/29/2011 02:23:00,39.0,7/29/2011 02:27:00,39.0,B00423,1,'02118,1974.0,1,37.0,2,0.0,1.0,0.0
230,446,500,Closed,212.0,7/29/2011 06:07:00,22.0,7/29/2011 06:10:00,48.0,B00474,1,'02351,1978.0,1,33.0,6,0.0,1.0,0.0
231,447,501,Closed,1112.0,7/29/2011 06:21:00,36.0,7/29/2011 06:39:00,14.0,B00390,1,'02116,1979.0,0,32.0,6,1.0,0.0,0.0
232,449,503,Closed,424.0,7/29/2011 06:42:00,22.0,7/29/2011 06:49:00,42.0,B00562,1,'02025,1971.0,1,40.0,6,0.0,1.0,0.0
233,452,507,Closed,782.0,7/29/2011 07:04:00,23.0,7/29/2011 07:17:00,23.0,B00580,1,'02134,1985.0,1,26.0,7,0.0,1.0,0.0
234,455,510,Closed,723.0,7/29/2011 07:27:00,22.0,7/29/2011 07:39:00,36.0,B00528,1,'02359,1980.0,1,31.0,7,0.0,1.0,0.0
235,456,511,Closed,481.0,7/29/2011 07:28:00,22.0,7/29/2011 07:36:00,6.0,B00136,1,'02035,1963.0,0,48.0,7,1.0,0.0,0.0
236,457,512,Closed,512.0,7/29/2011 07:29:00,38.0,7/29/2011 07:37:00,35.0,B00539,1,'02176,1960.0,1,51.0,7,0.0,1.0,0.0
237,458,513,Closed,551.0,7/29/2011 07:31:00,22.0,7/29/2011 07:40:00,6.0,B00076,1,'02458,1961.0,1,50.0,7,0.0,1.0,0.0
238,459,514,Closed,267.0,7/29/2011 07:31:00,23.0,7/29/2011 07:36:00,35.0,B00580,1,'02446,1978.0,1,33.0,7,0.0,1.0,0.0
239,461,519,Closed,167.0,7/29/2011 07:39:00,36.0,7/29/2011 07:42:00,16.0,B00394,1,'02474,1946.0,1,65.0,7,0.0,1.0,0.0
240,462,520,Closed,875.0,7/29/2011 07:39:00,6.0,7/29/2011 07:54:00,36.0,B00232,1,'02114,1983.0,1,28.0,7,0.0,1.0,0.0
241,464,522,Closed,920.0,7/29/2011 07:39:00,46.0,7/29/2011 07:55:00,41.0,B00505,1,'02118,1989.0,1,22.0,7,0.0,1.0,0.0
242,467,525,Closed,604.0,7/29/2011 07:45:00,38.0,7/29/2011 07:55:00,43.0,B00304,1,'01890,1978.0,1,33.0,7,0.0,1.0,0.0
243,468,526,Closed,1502.0,7/29/2011 07:45:00,47.0,7/29/2011 08:10:00,25.0,B00124,1,'02116,1976.0,1,35.0,7,0.0,1.0,0.0
244,469,527,Closed,280.0,7/29/2011 07:45:00,23.0,7/29/2011 07:50:00,23.0,B00340,1,'02124,1979.0,1,32.0,7,0.0,1.0,0.0
245,471,529,Closed,818.0,7/29/2011 07:46:00,16.0,7/29/2011 08:00:00,48.0,B00490,1,'02143,1981.0,1,30.0,7,0.0,1.0,0.0
246,473,531,Closed,361.0,7/29/2011 07:49:00,38.0,7/29/2011 07:55:00,31.0,B00547,1,'01719,1971.0,1,40.0,7,0.0,1.0,0.0
247,474,532,Closed,334.0,7/29/2011 07:51:00,38.0,7/29/2011 07:57:00,40.0,B00151,1,'01740,1957.0,1,54.0,7,0.0,1.0,0.0
248,475,533,Closed,393.0,7/29/2011 07:55:00,33.0,7/29/2011 08:02:00,5.0,B00379,1,'02215,1962.0,1,49.0,7,0.0,1.0,0.0
249,479,537,Closed,925.0,7/29/2011 08:04:00,25.0,7/29/2011 08:19:00,23.0,B00414,1,'02118,1978.0,0,33.0,8,1.0,0.0,0.0
250,482,540,Closed,535.0,7/29/2011 08:14:00,25.0,7/29/2011 08:23:00,49.0,B00278,1,'02118,1960.0,1,51.0,8,0.0,1.0,0.0
251,486,544,Closed,1421.0,7/29/2011 08:19:00,43.0,7/29/2011 08:43:00,21.0,B00304,1,'02061,1966.0,1,45.0,8,0.0,1.0,0.0
252,490,548,Closed,225.0,7/29/2011 08:26:00,23.0,7/29/2011 08:30:00,23.0,B00340,1,'02144,1958.0,1,53.0,8,0.0,1.0,0.0
253,491,549,Closed,556.0,7/29/2011 08:27:00,25.0,7/29/2011 08:37:00,49.0,B00153,1,'02118,1971.0,1,40.0,8,0.0,1.0,0.0
254,495,553,Closed,718.0,7/29/2011 08:33:00,40.0,7/29/2011 08:45:00,35.0,B00480,1,'02109,1959.0,1,52.0,8,0.0,1.0,0.0
255,496,554,Closed,586.0,7/29/2011 08:33:00,38.0,7/29/2011 08:43:00,42.0,B00109,1,'01886,1968.0,1,43.0,8,0.0,1.0,0.0
256,498,556,Closed,1085.0,7/29/2011 08:36:00,23.0,7/29/2011 08:54:00,46.0,B00340,1,'02139,1986.0,1,25.0,8,0.0,1.0,0.0
257,499,557,Closed,524.0,7/29/2011 08:38:00,21.0,7/29/2011 08:47:00,42.0,B00469,1,'02116,1979.0,1,32.0,8,0.0,1.0,0.0
258,500,558,Closed,407.0,7/29/2011 08:39:00,22.0,7/29/2011 08:45:00,42.0,B00032,1,'01720,1966.0,1,45.0,8,0.0,1.0,0.0
259,502,560,Closed,336.0,7/29/2011 08:40:00,38.0,7/29/2011 08:45:00,44.0,B00101,1,'01915,1963.0,1,48.0,8,0.0,1.0,0.0
260,503,561,Closed,1249.0,7/29/2011 08:41:00,33.0,7/29/2011 09:02:00,42.0,B00408,1,'02129,1980.0,1,31.0,8,0.0,1.0,0.0
261,504,562,Closed,1262.0,7/29/2011 08:41:00,33.0,7/29/2011 09:02:00,42.0,B00358,1,'02129,1981.0,0,30.0,8,1.0,0.0,0.0
262,505,563,Closed,728.0,7/29/2011 08:44:00,27.0,7/29/2011 08:57:00,49.0,B00410,1,'02130,1984.0,1,27.0,8,0.0,1.0,0.0
263,509,568,Closed,742.0,7/29/2011 08:54:00,38.0,7/29/2011 09:06:00,22.0,B00013,1,'01890,1950.0,1,61.0,8,0.0,1.0,0.0
264,511,570,Closed,931.0,7/29/2011 08:55:00,22.0,7/29/2011 09:11:00,38.0,B00487,1,'02030,1962.0,0,49.0,8,1.0,0.0,0.0
265,512,571,Closed,9408.0,7/29/2011 08:56:00,25.0,7/29/2011 11:33:00,48.0,B00389,1,'02118,1980.0,1,31.0,8,0.0,1.0,0.0
266,513,572,Closed,238.0,7/29/2011 08:57:00,16.0,7/29/2011 09:01:00,25.0,B00196,1,'02116,1973.0,1,38.0,8,0.0,1.0,0.0
267,514,573,Closed,545.0,7/29/2011 09:01:00,38.0,7/29/2011 09:10:00,35.0,B00077,1,'01773,1950.0,1,61.0,9,0.0,1.0,0.0
268,515,574,Closed,163.0,7/29/2011 09:02:00,33.0,7/29/2011 09:04:00,34.0,B00113,1,'02138,1981.0,1,30.0,9,0.0,1.0,0.0
269,516,575,Closed,399.0,7/29/2011 09:10:00,45.0,7/29/2011 09:16:00,10.0,B00363,1,'02215,1974.0,1,37.0,9,0.0,1.0,0.0
270,517,576,Closed,592.0,7/29/2011 09:18:00,26.0,7/29/2011 09:28:00,14.0,B00066,1,'02118,1962.0,1,49.0,9,0.0,1.0,0.0
271,518,577,Closed,682.0,7/29/2011 09:19:00,25.0,7/29/2011 09:31:00,36.0,B00407,1,'02116,1970.0,1,41.0,9,0.0,1.0,0.0
272,519,578,Closed,240.0,7/29/2011 09:19:00,23.0,7/29/2011 09:23:00,23.0,B00414,1,'02143,1985.0,1,26.0,9,0.0,1.0,0.0
273,522,581,Closed,406.0,7/29/2011 09:35:00,38.0,7/29/2011 09:42:00,31.0,B00047,1,'02478,1964.0,1,47.0,9,0.0,1.0,0.0
274,523,582,Closed,390.0,7/29/2011 09:42:00,46.0,7/29/2011 09:48:00,21.0,B00415,1,'01742,1976.0,0,35.0,9,1.0,0.0,0.0
275,524,583,Closed,605.0,7/29/2011 09:52:00,23.0,7/29/2011 10:02:00,23.0,B00375,1,'02461,1948.0,1,63.0,9,0.0,1.0,0.0
276,525,584,Closed,890.0,7/29/2011 09:54:00,22.0,7/29/2011 10:09:00,24.0,B00013,1,'02420,1958.0,1,53.0,9,0.0,1.0,0.0
277,528,587,Closed,344.0,7/29/2011 10:00:00,22.0,7/29/2011 10:06:00,40.0,B00151,1,'01760,1968.0,1,43.0,10,0.0,1.0,0.0
278,529,588,Closed,1608.0,7/29/2011 10:06:00,39.0,7/29/2011 10:32:00,43.0,B00404,1,'02118,1977.0,1,34.0,10,0.0,1.0,0.0
279,531,590,Closed,734.0,7/29/2011 10:18:00,43.0,7/29/2011 10:30:00,48.0,B00539,1,'02110,1988.0,0,23.0,10,1.0,0.0,0.0
280,536,595,Closed,357.0,7/29/2011 10:27:00,23.0,7/29/2011 10:33:00,38.0,B00414,1,'02025,1971.0,1,40.0,10,0.0,1.0,0.0
281,537,596,Closed,462.0,7/29/2011 10:33:00,12.0,7/29/2011 10:41:00,36.0,B00330,1,'02215,1962.0,1,49.0,10,0.0,1.0,0.0
282,538,597,Closed,1305.0,7/29/2011 10:40:00,48.0,7/29/2011 11:01:00,13.0,B00485,1,'02110,1988.0,0,23.0,10,1.0,0.0,0.0
283,541,600,Closed,1182.0,7/29/2011 10:57:00,39.0,7/29/2011 11:17:00,38.0,B00320,1,'02118,1959.0,1,52.0,10,0.0,1.0,0.0
284,547,611,Closed,170.0,7/29/2011 11:09:00,34.0,7/29/2011 11:12:00,34.0,B00113,1,'02138,1981.0,1,30.0,11,0.0,1.0,0.0
285,555,621,Closed,1162.0,7/29/2011 11:24:00,31.0,7/29/2011 11:44:00,46.0,B00240,1,'02140,1980.0,0,31.0,11,1.0,0.0,0.0
286,563,630,Closed,442.0,7/29/2011 11:48:00,38.0,7/29/2011 11:55:00,44.0,B00414,1,'02144,1986.0,1,25.0,11,0.0,1.0,0.0
287,570,637,Closed,383.0,7/29/2011 11:52:00,25.0,7/29/2011 11:59:00,42.0,B00393,1,'02116,1976.0,1,35.0,11,0.0,1.0,0.0
288,574,641,Closed,993.0,7/29/2011 12:04:00,25.0,7/29/2011 12:21:00,21.0,B00466,1,'02118,1981.0,1,30.0,12,0.0,1.0,0.0
289,576,643,Closed,1448.0,7/29/2011 12:08:00,46.0,7/29/2011 12:32:00,41.0,B00215,1,'02118,1959.0,0,52.0,12,1.0,0.0,0.0
290,577,644,Closed,236.0,7/29/2011 12:10:00,40.0,7/29/2011 12:14:00,47.0,B00190,1,'02127,1978.0,1,33.0,12,0.0,1.0,0.0
291,579,646,Closed,1431.0,7/29/2011 12:16:00,21.0,7/29/2011 12:40:00,47.0,B00353,1,'02118,1985.0,1,26.0,12,0.0,1.0,0.0
292,581,648,Closed,1948.0,7/29/2011 12:18:00,40.0,7/29/2011 12:51:00,40.0,B00552,1,'02109,1954.0,1,57.0,12,0.0,1.0,0.0
293,582,649,Closed,92.0,7/29/2011 12:21:00,34.0,7/29/2011 12:23:00,32.0,B00004,1,'02138,1981.0,1,30.0,12,0.0,1.0,0.0
294,583,650,Closed,83.0,7/29/2011 12:23:00,12.0,7/29/2011 12:25:00,12.0,B00122,1,'02131,1964.0,0,47.0,12,1.0,0.0,0.0
295,584,651,Closed,415.0,7/29/2011 12:24:00,42.0,7/29/2011 12:31:00,16.0,B00562,1,'02116,1979.0,1,32.0,12,0.0,1.0,0.0
296,585,653,Closed,469.0,7/29/2011 12:29:00,23.0,7/29/2011 12:37:00,38.0,B00279,1,'02144,1986.0,1,25.0,12,0.0,1.0,0.0
297,586,654,Closed,293.0,7/29/2011 12:30:00,32.0,7/29/2011 12:35:00,14.0,B00004,1,'02138,1981.0,1,30.0,12,0.0,1.0,0.0
298,588,656,Closed,544.0,7/29/2011 12:35:00,36.0,7/29/2011 12:44:00,12.0,B00223,1,'02215,1962.0,1,49.0,12,0.0,1.0,0.0
299,593,661,Closed,702.0,7/29/2011 12:39:00,27.0,7/29/2011 12:51:00,16.0,B00152,1,'02128,1981.0,0,30.0,12,1.0,0.0,0.0
300,596,666,Closed,643.0,7/29/2011 12:40:00,22.0,7/29/2011 12:51:00,44.0,B00514,1,'02143,1985.0,1,26.0,12,0.0,1.0,0.0
301,597,667,Closed,734.0,7/29/2011 12:40:00,12.0,7/29/2011 12:53:00,11.0,B00476,1,'02131,1953.0,1,58.0,12,0.0,1.0,0.0
302,601,671,Closed,324.0,7/29/2011 12:45:00,14.0,7/29/2011 12:50:00,34.0,B00004,1,'02138,1981.0,1,30.0,12,0.0,1.0,0.0
303,606,676,Closed,670.0,7/29/2011 12:52:00,21.0,7/29/2011 13:03:00,21.0,B00385,1,'01742,1976.0,0,35.0,12,1.0,0.0,0.0
304,607,677,Closed,128.0,7/29/2011 12:52:00,31.0,7/29/2011 12:54:00,31.0,B00350,1,'02139,1979.0,0,32.0,12,1.0,0.0,0.0
305,609,679,Closed,579.0,7/29/2011 12:54:00,36.0,7/29/2011 13:03:00,25.0,B00528,1,'02118,1981.0,1,30.0,12,0.0,1.0,0.0
306,613,684,Closed,274.0,7/29/2011 13:03:00,11.0,7/29/2011 13:07:00,30.0,B00476,1,'02461,1970.0,1,41.0,13,0.0,1.0,0.0
307,616,687,Closed,302.0,7/29/2011 13:06:00,25.0,7/29/2011 13:11:00,21.0,B00124,1,'02116,1973.0,0,38.0,13,1.0,0.0,0.0
308,618,689,Closed,817.0,7/29/2011 13:08:00,44.0,7/29/2011 13:22:00,22.0,B00514,1,'02143,1985.0,1,26.0,13,0.0,1.0,0.0
309,636,709,Closed,822.0,7/29/2011 13:23:00,36.0,7/29/2011 13:37:00,38.0,B00546,1,'01966,1969.0,1,42.0,13,0.0,1.0,0.0
310,638,711,Closed,283.0,7/29/2011 13:28:00,44.0,7/29/2011 13:33:00,20.0,B00246,1,'02152,1982.0,1,29.0,13,0.0,1.0,0.0
311,639,712,Closed,259.0,7/29/2011 13:29:00,3.0,7/29/2011 13:33:00,11.0,B00457,1,'02130,1981.0,1,30.0,13,0.0,1.0,0.0
312,640,713,Closed,444.0,7/29/2011 13:31:00,22.0,7/29/2011 13:39:00,20.0,B00151,1,'02111,1975.0,1,36.0,13,0.0,1.0,0.0
313,641,714,Closed,1186.0,7/29/2011 13:32:00,46.0,7/29/2011 13:52:00,31.0,B00240,1,'02140,1980.0,0,31.0,13,1.0,0.0,0.0
314,645,719,Closed,355.0,7/29/2011 13:37:00,21.0,7/29/2011 13:43:00,36.0,B00124,1,'02115,1965.0,0,46.0,13,1.0,0.0,0.0
315,649,723,Closed,102.0,7/29/2011 13:43:00,31.0,7/29/2011 13:45:00,31.0,B00350,1,'01719,1971.0,1,40.0,13,0.0,1.0,0.0
316,652,726,Closed,1642.0,7/29/2011 13:44:00,44.0,7/29/2011 14:11:00,36.0,B00393,1,'02461,1948.0,1,63.0,13,0.0,1.0,0.0
317,659,735,Closed,1923.0,7/29/2011 14:12:00,8.0,7/29/2011 14:44:00,32.0,B00218,1,'02135,1985.0,1,26.0,14,0.0,1.0,0.0
318,662,738,Closed,673.0,7/29/2011 14:18:00,11.0,7/29/2011 14:29:00,12.0,B00457,1,'02131,1953.0,1,58.0,14,0.0,1.0,0.0
319,665,741,Closed,395.0,7/29/2011 14:23:00,36.0,7/29/2011 14:30:00,21.0,B00454,1,'02115,1965.0,0,46.0,14,1.0,0.0,0.0
320,666,742,Closed,1037.0,7/29/2011 14:25:00,15.0,7/29/2011 14:43:00,15.0,B00156,1,'02139,1986.0,1,25.0,14,0.0,1.0,0.0
321,668,744,Closed,1118.0,7/29/2011 14:27:00,14.0,7/29/2011 14:45:00,21.0,B00066,1,'02446,1983.0,1,28.0,14,0.0,1.0,0.0
322,678,754,Closed,824.0,7/29/2011 14:39:00,43.0,7/29/2011 14:53:00,43.0,B00460,1,'02889,1969.0,1,42.0,14,0.0,1.0,0.0
323,682,759,Closed,1242.0,7/29/2011 14:44:00,16.0,7/29/2011 15:04:00,27.0,B00301,1,'02141,1958.0,1,53.0,14,0.0,1.0,0.0
324,683,760,Closed,696.0,7/29/2011 14:48:00,15.0,7/29/2011 14:59:00,15.0,B00021,1,'02139,1986.0,1,25.0,14,0.0,1.0,0.0
325,684,761,Closed,638.0,7/29/2011 14:48:00,21.0,7/29/2011 14:58:00,14.0,B00066,1,'02446,1983.0,1,28.0,14,0.0,1.0,0.0
326,687,764,Closed,214.0,7/29/2011 14:51:00,39.0,7/29/2011 14:55:00,39.0,B00196,1,'02118,1974.0,1,37.0,14,0.0,1.0,0.0
327,696,773,Closed,10959.0,7/29/2011 15:01:00,11.0,7/29/2011 18:03:00,26.0,B00187,1,'02118,1962.0,1,49.0,15,0.0,1.0,0.0
328,699,776,Closed,482.0,7/29/2011 15:04:00,48.0,7/29/2011 15:12:00,48.0,B00490,1,'02482,1967.0,1,44.0,15,0.0,1.0,0.0
329,702,782,Closed,1082.0,7/29/2011 15:05:00,45.0,7/29/2011 15:23:00,41.0,B00052,1,'02135,1985.0,1,26.0,15,0.0,1.0,0.0
330,703,783,Closed,1704.0,7/29/2011 15:05:00,36.0,7/29/2011 15:34:00,36.0,B00150,1,'02115,1960.0,0,51.0,15,1.0,0.0,0.0
